id_client,region,age,genre,niveau_education,activite,revenu_mensuel_ghs,montant_credit_ghs,duree_mois,historique_remboursement,zone_rurale,nbr_dependants,garantie_type,defaut_paiement
GH000838,Western,54,M,Primaire,Commerce,630,1300,12,Bon,1,4,Aucune,0
GH000839,Ashanti,34,M,Secondaire,Agriculture,710,4100,6,Excellent,1,7,Garant,1
GH000840,Volta,41,F,Secondaire,Pêche,710,2200,12,Bon,0,7,Garant,0
GH000841,Greater Accra,33,F,Primaire,Transport,590,2700,24,Bon,0,7,Épargne,0
GH000842,Western,45,M,Aucun,Restauration,1730,2600,18,Moyen,0,5,Épargne,0
GH000843,Volta,47,F,Aucun,Agriculture,620,500,24,Premier,1,1,Garant,1
GH000844,Ashanti,42,F,Primaire,Agriculture,270,700,24,Moyen,0,2,Épargne,0
GH000845,Greater Accra,33,F,Primaire,Artisanat,490,2000,12,Bon,1,5,Épargne,0
GH000846,Eastern,43,F,Superieur,Pêche,770,500,18,Moyen,1,6,Garant,0
GH000847,Eastern,21,M,Primaire,Artisanat,1780,3800,18,Mauvais,0,2,Bien immobilier,0
GH000848,Western,64,F,Primaire,Artisanat,1080,4000,12,Bon,1,3,Garant,0
GH000849,Ashanti,45,F,Secondaire,Artisanat,340,2400,24,Excellent,0,0,Garant,1
GH000850,Eastern,33,M,Secondaire,Artisanat,4860,700,12,Excellent,0,1,Bien immobilier,0
GH000851,Volta,26,F,Primaire,Restauration,820,6300,6,Bon,0,0,Garant,0
GH000852,Ashanti,22,M,Primaire,Pêche,1850,11300,18,Moyen,0,6,Épargne,0
GH000853,Western,42,M,Primaire,Artisanat,590,2100,18,Moyen,1,6,Aucune,1
GH000854,Volta,62,M,Primaire,Services,1020,2900,18,Bon,1,6,Aucune,1
GH000855,Volta,64,F,Primaire,Restauration,1300,2200,12,Moyen,1,3,Garant,0
GH000856,Central,37,F,Primaire,Services,1760,2900,12,Moyen,1,4,Épargne,0
GH000857,Ashanti,57,F,Aucun,Transport,1550,1600,12,Moyen,1,7,Aucune,0
GH000858,Northern,54,F,Superieur,Restauration,1340,1800,36,Excellent,1,4,Aucune,0
GH000859,Ashanti,34,M,Aucun,Agriculture,520,4100,24,Bon,1,3,Épargne,0
GH000860,Western,44,M,Primaire,Agriculture,420,14900,18,Bon,0,2,Garant,0
GH000861,Northern,56,M,Superieur,Commerce,870,500,12,Mauvais,1,1,Bien immobilier,0
GH000862,Central,47,F,Secondaire,Restauration,1400,1600,12,Moyen,1,3,Bien immobilier,0
GH000863,Eastern,29,F,Primaire,Services,560,600,12,Bon,0,3,Garant,0
GH000864,Greater Accra,58,F,Aucun,Commerce,1560,7600,12,Excellent,0,1,Garant,0
GH000865,Western,36,F,Superieur,Restauration,2130,1100,6,Moyen,1,5,Épargne,0
GH000866,Greater Accra,58,M,Aucun,Artisanat,320,500,18,Bon,1,7,Bien immobilier,1
GH000867,Central,41,F,Secondaire,Artisanat,340,3200,12,Excellent,0,2,Garant,0
GH000868,Northern,45,M,Superieur,Commerce,590,8700,18,Excellent,0,2,Épargne,0
GH000869,Central,63,F,Aucun,Artisanat,850,3300,6,Excellent,0,1,Garant,1
GH000870,Ashanti,44,M,Secondaire,Artisanat,440,2200,12,Bon,0,7,Garant,0
GH000871,Greater Accra,36,M,Superieur,Services,1960,2600,18,Bon,0,0,Garant,0
GH000872,Greater Accra,32,F,Secondaire,Agriculture,930,6500,12,Moyen,0,5,Bien immobilier,1
GH000873,Central,39,M,Primaire,Artisanat,690,800,18,Premier,0,4,Garant,0
GH000874,Northern,44,M,Superieur,Agriculture,210,1600,18,Excellent,0,1,Épargne,0
GH000875,Greater Accra,23,F,Secondaire,Pêche,230,1200,24,Excellent,1,7,Garant,0
GH000876,Volta,29,M,Secondaire,Restauration,830,600,6,Bon,0,2,Bien immobilier,0
GH000877,Eastern,22,M,Secondaire,Agriculture,200,1300,12,Bon,1,5,Épargne,0
GH000878,Central,60,M,Aucun,Transport,1500,4900,12,Moyen,1,0,Épargne,1
GH000879,Ashanti,64,F,Primaire,Transport,590,3000,24,Bon,1,3,Garant,0
GH000880,Ashanti,37,M,Aucun,Agriculture,8910,3200,18,Excellent,0,3,Garant,1
GH000881,Ashanti,55,M,Aucun,Agriculture,4210,2100,12,Moyen,0,3,Épargne,0
GH000882,Greater Accra,41,F,Aucun,Transport,580,2900,6,Moyen,1,4,Garant,0
GH000883,Central,53,F,Primaire,Restauration,610,900,12,Excellent,1,5,Épargne,0
GH000884,Ashanti,27,F,Primaire,Restauration,1480,1400,12,Excellent,1,6,Garant,0
GH000885,Central,59,M,Superieur,Restauration,2600,2100,18,Bon,0,2,Bien immobilier,0
GH000886,Greater Accra,63,M,Secondaire,Transport,200,2300,12,Excellent,0,0,Garant,0
GH000887,Eastern,38,F,Secondaire,Artisanat,200,2400,12,Bon,0,2,Aucune,1
GH000888,Eastern,61,F,Primaire,Agriculture,400,1600,6,Moyen,0,5,Aucune,0
GH000889,Eastern,60,F,Primaire,Restauration,1060,1300,6,Excellent,0,4,Aucune,0
GH000890,Greater Accra,56,M,Primaire,Pêche,990,31000,12,Mauvais,0,4,Épargne,0
GH000891,Ashanti,25,M,Secondaire,Transport,1570,4100,12,Moyen,0,5,Épargne,0
GH000892,Greater Accra,45,F,Secondaire,Restauration,250,2600,18,Excellent,1,7,Bien immobilier,0
GH000893,Central,53,F,Aucun,Services,200,1500,18,Bon,1,1,Bien immobilier,1
GH000894,Eastern,64,M,Secondaire,Services,1320,1200,6,Moyen,0,5,Bien immobilier,0
GH000895,Central,25,M,Secondaire,Commerce,340,1600,12,Excellent,1,6,Garant,0
GH000896,Greater Accra,56,F,Secondaire,Commerce,200,2400,24,Excellent,1,2,Garant,0
GH000897,Western,52,M,Primaire,Agriculture,750,500,12,Bon,0,6,Aucune,0
GH000898,Western,41,F,Secondaire,Agriculture,1250,500,12,Moyen,0,3,Épargne,0
GH000899,Volta,40,F,Secondaire,Agriculture,600,1000,12,Bon,0,1,Garant,0
GH000900,Greater Accra,25,M,Primaire,Services,460,2200,12,Excellent,1,6,Épargne,0
GH000901,Ashanti,25,M,Primaire,Services,590,1500,6,Premier,0,7,Garant,0
GH000902,Northern,23,M,Aucun,Artisanat,490,6800,6,Moyen,0,2,Aucune,0
GH000903,Central,49,F,Primaire,Transport,230,500,12,Moyen,0,1,Épargne,0
GH000904,Greater Accra,30,F,Aucun,Commerce,380,900,18,Moyen,1,1,Bien immobilier,0
GH000905,Greater Accra,49,F,Primaire,Commerce,1010,7100,12,Bon,0,5,Bien immobilier,0
GH000906,Western,50,F,Primaire,Agriculture,860,2000,24,Premier,0,0,Garant,0
GH000907,Eastern,43,F,Primaire,Transport,760,4000,24,Excellent,0,1,Épargne,0
GH000908,Eastern,28,F,Primaire,Commerce,300,11500,18,Moyen,0,5,Garant,0
GH000909,Northern,22,F,Secondaire,Commerce,580,1000,18,Bon,0,6,Garant,0
GH000910,Ashanti,50,M,Secondaire,Artisanat,200,1700,6,Mauvais,0,4,Garant,0
GH000911,Ashanti,59,F,Primaire,Pêche,770,1400,18,Moyen,0,6,Garant,0
GH000912,Northern,56,F,Primaire,Agriculture,2090,500,24,Bon,0,7,Garant,1
GH000913,Ashanti,55,F,Secondaire,Pêche,200,1400,6,Premier,0,3,Garant,0
GH000914,Volta,43,F,Secondaire,Pêche,420,4000,12,Premier,0,0,Bien immobilier,0
GH000915,Volta,50,M,Primaire,Artisanat,870,2900,6,Excellent,0,1,Garant,0
GH000916,Western,25,M,Secondaire,Services,1810,3200,18,Excellent,0,0,Garant,0
GH000917,Greater Accra,21,F,Primaire,Commerce,460,1300,6,Moyen,0,5,Aucune,0
GH000918,Ashanti,39,M,Secondaire,Agriculture,380,1000,12,Premier,0,3,Garant,0
GH000919,Western,47,F,Superieur,Restauration,200,5700,18,Bon,0,3,Garant,0
GH000920,Volta,30,F,Primaire,Services,720,1200,12,Excellent,1,0,Garant,0
GH000921,Central,23,F,Superieur,Pêche,3410,2400,18,Moyen,1,2,Bien immobilier,1
GH000922,Greater Accra,34,F,Primaire,Transport,830,2100,6,Excellent,0,3,Épargne,0
GH000923,Northern,25,F,Secondaire,Pêche,650,6700,6,Bon,0,4,Bien immobilier,0
GH000924,Central,49,F,Primaire,Artisanat,860,4300,12,Bon,1,4,Bien immobilier,0
GH000925,Eastern,57,F,Secondaire,Pêche,660,600,18,Bon,0,7,Épargne,0
GH000926,Eastern,21,M,Aucun,Pêche,350,600,24,Premier,1,1,Garant,0
GH000927,Greater Accra,34,F,Secondaire,Pêche,1290,3000,12,Bon,1,2,Aucune,0
GH000928,Ashanti,30,M,Secondaire,Artisanat,800,1700,6,Excellent,1,2,Garant,0
GH000929,Greater Accra,27,F,Primaire,Commerce,670,1200,24,Bon,0,5,Épargne,0
GH000930,Ashanti,45,M,Aucun,Transport,300,4500,18,Bon,0,7,Bien immobilier,0
GH000931,Northern,64,M,Primaire,Pêche,1890,2100,12,Moyen,0,7,Épargne,0
GH000932,Eastern,63,F,Secondaire,Agriculture,1130,1900,18,Bon,1,1,Épargne,0
GH000933,Volta,24,F,Superieur,Transport,430,3600,24,Moyen,0,3,Épargne,1
GH000934,Volta,25,M,Primaire,Pêche,1480,1300,6,Premier,0,6,Garant,0
GH000935,Greater Accra,45,M,Secondaire,Pêche,450,7400,6,Bon,0,0,Bien immobilier,0
GH000936,Greater Accra,23,F,Primaire,Agriculture,360,900,12,Premier,1,2,Épargne,0
GH000937,Northern,38,F,Primaire,Artisanat,360,3300,18,Excellent,0,2,Garant,0
GH000938,Volta,39,M,Primaire,Restauration,200,6600,12,Moyen,1,6,Épargne,0
GH000939,Ashanti,52,F,Secondaire,Agriculture,970,500,24,Excellent,1,7,Garant,0
GH000940,Eastern,39,M,Superieur,Services,200,1300,18,Excellent,0,5,Bien immobilier,1
GH000941,Eastern,31,M,Secondaire,Restauration,250,5100,18,Moyen,0,3,Bien immobilier,0
GH000942,Ashanti,20,F,Primaire,Commerce,200,5100,6,Excellent,1,5,Épargne,1
GH000943,Northern,45,M,Secondaire,Commerce,620,1500,36,Excellent,0,0,Bien immobilier,0
GH000944,Ashanti,33,M,Aucun,Pêche,590,900,12,Bon,1,4,Épargne,0
GH000945,Northern,57,F,Primaire,Transport,510,4300,12,Bon,1,2,Bien immobilier,0
GH000946,Ashanti,56,F,Primaire,Pêche,290,5200,36,Excellent,1,5,Épargne,0
GH000947,Eastern,30,M,Primaire,Artisanat,260,600,24,Bon,1,6,Garant,0
GH000948,Eastern,55,M,Secondaire,Restauration,960,600,12,Moyen,0,3,Épargne,0
GH000949,Greater Accra,32,F,Primaire,Commerce,430,2200,12,Bon,1,5,Bien immobilier,0
GH000950,Volta,62,M,Superieur,Commerce,860,3200,6,Excellent,0,2,Garant,1
GH000951,Volta,22,F,Primaire,Pêche,330,1400,24,Moyen,1,7,Garant,0
GH000952,Northern,52,F,Primaire,Pêche,770,3300,24,Moyen,0,4,Épargne,0
GH000953,Eastern,25,M,Primaire,Artisanat,1890,1000,12,Bon,1,6,Épargne,0
GH000954,Northern,29,F,Primaire,Pêche,1060,500,18,Moyen,1,1,Épargne,0
GH000955,Northern,24,F,Superieur,Services,480,1200,18,Excellent,1,5,Bien immobilier,0
GH000956,Central,42,M,Primaire,Transport,820,1900,12,Moyen,0,3,Garant,0
GH000957,Central,29,F,Superieur,Pêche,550,1400,18,Excellent,0,6,Garant,0
GH000958,Ashanti,63,M,Primaire,Transport,670,600,12,Bon,0,0,Garant,0
GH000959,Volta,21,F,Primaire,Services,510,500,18,Excellent,1,6,Épargne,0
GH000960,Northern,32,F,Aucun,Transport,580,1100,12,Mauvais,1,6,Garant,0
GH000961,Ashanti,59,F,Superieur,Artisanat,790,4100,18,Bon,0,1,Aucune,0
GH000962,Ashanti,21,M,Aucun,Pêche,300,5600,12,Premier,1,7,Épargne,0
GH000963,Greater Accra,39,F,Superieur,Transport,300,5300,6,Premier,0,5,Épargne,0
GH000964,Central,20,M,Primaire,Transport,220,900,6,Premier,1,0,Garant,0
GH000965,Central,56,F,Primaire,Services,200,600,18,Excellent,0,6,Garant,0
GH000966,Eastern,28,F,Secondaire,Pêche,250,2800,12,Moyen,0,4,Garant,0
GH000967,Central,36,F,Aucun,Pêche,760,3200,18,Bon,1,7,Aucune,0
GH000968,Eastern,28,F,Aucun,Restauration,330,2600,12,Bon,1,7,Bien immobilier,0
GH000969,Northern,30,M,Secondaire,Commerce,1000,500,18,Bon,0,6,Épargne,1
GH000970,Greater Accra,34,M,Primaire,Agriculture,680,800,12,Excellent,0,7,Bien immobilier,0
GH000971,Ashanti,43,M,Secondaire,Commerce,200,1800,12,Moyen,1,0,Bien immobilier,0
GH000972,Ashanti,57,F,Primaire,Restauration,1120,2800,6,Premier,1,2,Bien immobilier,0
GH000973,Northern,54,M,Aucun,Agriculture,1270,3600,12,Bon,1,7,Épargne,0
GH000974,Eastern,49,F,Primaire,Commerce,300,2100,18,Bon,0,4,Garant,0
GH000975,Western,50,F,Secondaire,Artisanat,930,2400,18,Premier,1,6,Bien immobilier,0
GH000976,Northern,24,M,Secondaire,Services,340,2000,12,Bon,1,7,Garant,0
GH000977,Eastern,63,F,Secondaire,Restauration,720,3400,18,Premier,0,1,Épargne,0
GH000978,Northern,33,F,Secondaire,Artisanat,240,2400,12,Mauvais,0,6,Épargne,0
GH000979,Greater Accra,30,M,Aucun,Artisanat,200,1900,12,Bon,1,2,Bien immobilier,1
GH000980,Northern,28,F,Aucun,Commerce,490,1400,12,Moyen,0,5,Bien immobilier,0
GH000981,Northern,53,M,Primaire,Services,600,1900,12,Moyen,0,7,Garant,0
GH000982,Central,31,M,Secondaire,Transport,480,2800,18,Moyen,0,2,Garant,0
GH000983,Eastern,54,F,Secondaire,Agriculture,260,2300,36,Excellent,1,4,Garant,0
GH000984,Greater Accra,54,F,Aucun,Transport,480,2500,6,Moyen,0,7,Bien immobilier,0
GH000985,Volta,20,M,Aucun,Pêche,830,6100,18,Excellent,1,6,Aucune,0
GH000986,Ashanti,59,F,Secondaire,Pêche,640,2300,24,Moyen,0,0,Épargne,1
GH000987,Western,41,M,Superieur,Restauration,770,1000,12,Bon,0,5,Garant,1
GH000988,Western,48,F,Secondaire,Artisanat,390,4000,12,Bon,1,0,Bien immobilier,0
GH000989,Eastern,27,F,Primaire,Restauration,1700,500,6,Mauvais,1,7,Épargne,0
GH000990,Northern,30,M,Secondaire,Commerce,260,700,18,Bon,0,1,Garant,0
GH000991,Central,60,F,Secondaire,Services,980,2400,18,Bon,1,4,Garant,0
GH000992,Northern,56,M,Primaire,Services,1710,2900,18,Excellent,1,7,Garant,0
GH000993,Eastern,33,M,Secondaire,Artisanat,980,600,12,Bon,1,1,Épargne,0
GH000994,Western,49,F,Primaire,Pêche,570,1300,18,Excellent,1,7,Épargne,0
GH000995,Western,54,M,Primaire,Commerce,440,1000,6,Bon,0,6,Aucune,0
GH000996,Northern,40,F,Superieur,Commerce,1520,1200,36,Bon,0,3,Épargne,0
GH000997,Northern,56,F,Superieur,Transport,210,4200,12,Excellent,1,4,Bien immobilier,0
GH000998,Northern,24,M,Primaire,Restauration,310,3400,6,Bon,0,3,Épargne,0
GH000999,Ashanti,38,M,Aucun,Services,480,1800,24,Bon,1,7,Épargne,1
GH001000,Central,33,F,Secondaire,Restauration,1790,1100,24,Bon,0,1,Bien immobilier,0
GH001001,Central,45,M,Primaire,Transport,900,500,18,Bon,0,3,Garant,0
GH001002,Volta,23,M,Primaire,Services,310,6500,6,Mauvais,0,3,Garant,0
GH001003,Volta,44,M,Primaire,Agriculture,520,3100,24,Excellent,1,2,Épargne,0
GH001004,Western,64,F,Secondaire,Pêche,410,1000,18,Moyen,0,2,Aucune,0
GH001005,Western,61,F,Aucun,Pêche,380,3500,18,Mauvais,0,1,Garant,0
GH001006,Eastern,44,M,Secondaire,Restauration,1460,1700,36,Excellent,1,1,Garant,0
GH001007,Eastern,37,M,Aucun,Pêche,220,1400,12,Bon,1,0,Garant,0
GH001008,Volta,59,F,Superieur,Pêche,2410,2700,12,Bon,0,5,Garant,1
GH001009,Ashanti,27,F,Superieur,Commerce,1290,900,18,Excellent,0,3,Bien immobilier,0
GH001010,Western,58,M,Secondaire,Transport,1590,1300,12,Bon,0,6,Garant,0
GH001011,Eastern,59,F,Primaire,Transport,460,2000,6,Moyen,1,5,Aucune,1
GH001012,Ashanti,33,F,Primaire,Artisanat,590,1200,6,Bon,1,0,Bien immobilier,0
GH001013,Central,51,F,Secondaire,Artisanat,210,3300,18,Bon,1,7,Garant,1
GH001014,Western,57,M,Superieur,Agriculture,440,9700,12,Moyen,1,0,Garant,0
GH001015,Greater Accra,52,F,Primaire,Artisanat,990,900,6,Moyen,1,4,Épargne,0
GH001016,Western,42,F,Primaire,Transport,1880,500,12,Bon,0,0,Aucune,0
GH001017,Eastern,34,F,Primaire,Pêche,270,500,12,Bon,0,0,Bien immobilier,1
GH001018,Western,52,F,Primaire,Transport,500,1600,6,Moyen,1,3,Épargne,0
GH001019,Volta,44,F,Primaire,Commerce,590,1000,12,Bon,1,7,Aucune,0
GH001020,Greater Accra,36,F,Superieur,Transport,220,2200,24,Moyen,1,0,Épargne,0
GH001021,Volta,52,F,Primaire,Artisanat,1070,2000,6,Bon,1,3,Garant,1
GH001022,Western,21,F,Primaire,Pêche,370,500,18,Bon,0,5,Garant,0
GH001023,Volta,33,M,Superieur,Transport,570,500,18,Bon,0,7,Bien immobilier,0
GH001024,Eastern,59,F,Primaire,Pêche,460,2400,18,Premier,1,3,Épargne,0
GH001025,Central,59,F,Superieur,Restauration,350,2000,12,Mauvais,0,0,Aucune,0
GH001026,Eastern,58,M,Aucun,Services,660,1200,24,Bon,0,3,Épargne,0
GH001027,Ashanti,25,F,Superieur,Transport,560,500,12,Bon,0,1,Garant,0
GH001028,Volta,25,F,Primaire,Restauration,490,2800,12,Excellent,1,7,Épargne,0
GH001029,Eastern,22,F,Superieur,Artisanat,370,5700,12,Moyen,1,1,Aucune,1
GH001030,Ashanti,26,F,Primaire,Restauration,860,2300,12,Bon,0,3,Aucune,0
GH001031,Western,27,F,Primaire,Pêche,2500,800,12,Moyen,1,6,Bien immobilier,0
GH001032,Ashanti,61,F,Primaire,Pêche,740,1900,12,Mauvais,1,7,Garant,0
GH001033,Volta,34,F,Primaire,Restauration,1480,500,12,Excellent,1,5,Garant,0
GH001034,Northern,48,F,Primaire,Services,220,4700,18,Moyen,1,5,Garant,0
GH001035,Western,52,F,Superieur,Commerce,750,1900,24,Bon,0,1,Épargne,0
GH001036,Ashanti,49,F,Primaire,Restauration,280,500,12,Excellent,0,4,Épargne,0
GH001037,Volta,58,M,Secondaire,Commerce,200,1400,12,Moyen,0,5,Épargne,0
GH001038,Volta,46,M,Aucun,Services,370,2700,18,Bon,1,7,Garant,0
GH001039,Eastern,55,F,Secondaire,Restauration,1730,1300,12,Moyen,0,2,Aucune,0
GH001040,Greater Accra,48,F,Secondaire,Pêche,1420,1400,12,Excellent,1,1,Garant,0
GH001041,Western,57,M,Superieur,Transport,810,600,24,Bon,0,0,Bien immobilier,0
GH001042,Ashanti,52,M,Primaire,Pêche,200,3000,24,Premier,1,7,Bien immobilier,1
GH001043,Greater Accra,56,M,Primaire,Restauration,570,1000,18,Moyen,1,1,Aucune,0
GH001044,Volta,46,F,Primaire,Agriculture,850,500,12,Moyen,1,4,Épargne,0
GH001045,Ashanti,52,F,Secondaire,Commerce,770,1300,12,Bon,0,4,Garant,0
GH001046,Ashanti,23,F,Secondaire,Agriculture,200,4400,12,Excellent,0,4,Garant,0
GH001047,Ashanti,41,M,Secondaire,Pêche,330,1300,12,Premier,0,5,Aucune,0
GH001048,Eastern,21,M,Aucun,Services,630,8600,12,Excellent,1,5,Épargne,0
GH001049,Ashanti,29,M,Secondaire,Commerce,1020,2700,12,Premier,1,1,Épargne,0
GH001050,Greater Accra,24,M,Superieur,Transport,200,2500,12,Excellent,0,6,Aucune,0
GH001051,Northern,29,F,Aucun,Services,580,1600,12,Excellent,0,2,Garant,0
GH001052,Ashanti,52,M,Aucun,Restauration,750,1700,24,Bon,0,7,Bien immobilier,0
GH001053,Northern,57,M,Secondaire,Commerce,1310,1400,24,Bon,0,7,Bien immobilier,0
GH001054,Central,32,F,Primaire,Commerce,1160,1400,18,Moyen,0,0,Épargne,1
GH001055,Volta,50,M,Secondaire,Services,1060,2900,12,Premier,1,2,Aucune,0
GH001056,Western,55,M,Secondaire,Artisanat,350,800,12,Bon,1,5,Épargne,0
GH001057,Eastern,64,F,Superieur,Transport,200,700,18,Excellent,0,7,Aucune,0
GH001058,Central,43,M,Superieur,Commerce,490,700,18,Moyen,0,5,Bien immobilier,0
GH001059,Central,34,F,Secondaire,Transport,1480,11400,18,Moyen,0,1,Bien immobilier,0
GH001060,Greater Accra,48,M,Primaire,Pêche,2030,2900,6,Bon,0,2,Aucune,0
GH001061,Greater Accra,27,F,Primaire,Transport,1170,2400,18,Excellent,1,3,Aucune,0
GH001062,Northern,24,F,Superieur,Agriculture,940,700,24,Bon,0,0,Bien immobilier,0
GH001063,Northern,48,F,Secondaire,Agriculture,900,3200,6,Moyen,0,3,Épargne,0
GH001064,Eastern,23,F,Secondaire,Transport,430,1600,12,Bon,0,3,Garant,0
GH001065,Eastern,31,F,Primaire,Restauration,600,2200,12,Moyen,0,7,Bien immobilier,0
GH001066,Western,64,M,Aucun,Artisanat,2530,800,18,Excellent,0,2,Aucune,0
GH001067,Ashanti,21,M,Primaire,Agriculture,310,2100,6,Mauvais,1,3,Épargne,0
GH001068,Eastern,46,M,Primaire,Services,2420,1200,24,Excellent,1,0,Épargne,1
GH001069,Eastern,50,M,Secondaire,Agriculture,510,900,6,Bon,0,3,Bien immobilier,0
GH001070,Northern,55,F,Secondaire,Commerce,1920,3500,24,Bon,1,1,Bien immobilier,0
GH001071,Ashanti,55,M,Aucun,Transport,220,500,6,Moyen,1,0,Épargne,0
GH001072,Western,45,F,Secondaire,Pêche,1060,3000,12,Bon,1,7,Bien immobilier,0
GH001073,Volta,62,M,Superieur,Transport,370,3300,24,Premier,1,6,Garant,0
GH001074,Volta,46,F,Secondaire,Transport,210,800,24,Moyen,1,6,Garant,0
GH001075,Greater Accra,24,F,Secondaire,Pêche,790,900,36,Excellent,0,6,Bien immobilier,0
GH001076,Western,39,F,Primaire,Restauration,1490,1500,6,Moyen,0,1,Garant,0
GH001077,Ashanti,30,F,Superieur,Pêche,340,2300,12,Moyen,1,1,Garant,0
GH001078,Greater Accra,29,M,Primaire,Agriculture,200,1600,6,Moyen,1,6,Épargne,0
GH001079,Greater Accra,59,F,Superieur,Commerce,620,2700,12,Premier,0,5,Aucune,0
GH001080,Greater Accra,57,M,Secondaire,Pêche,620,8800,12,Moyen,1,7,Bien immobilier,0
GH001081,Western,25,F,Secondaire,Artisanat,1030,1100,6,Bon,0,7,Épargne,0
GH001082,Northern,27,M,Superieur,Artisanat,1420,500,24,Moyen,1,6,Épargne,0
GH001083,Ashanti,42,M,Secondaire,Artisanat,630,3800,6,Moyen,1,4,Aucune,0
GH001084,Western,45,F,Aucun,Pêche,2930,8200,18,Bon,0,7,Épargne,0
GH001085,Western,62,M,Primaire,Commerce,800,2600,18,Bon,1,4,Épargne,0
GH001086,Central,31,M,Aucun,Pêche,500,700,12,Premier,0,1,Garant,0
GH001087,Eastern,45,F,Primaire,Agriculture,200,1600,36,Bon,0,5,Aucune,0
GH001088,Volta,32,F,Aucun,Pêche,540,700,12,Moyen,1,7,Aucune,0
GH001089,Western,59,F,Secondaire,Services,510,3200,24,Bon,0,3,Garant,0
GH001090,Central,37,F,Aucun,Services,1430,500,24,Moyen,0,1,Garant,0
GH001091,Volta,44,F,Primaire,Transport,960,1400,24,Bon,1,1,Épargne,0
GH001092,Northern,52,M,Superieur,Artisanat,260,700,18,Mauvais,1,4,Garant,0
GH001093,Northern,59,F,Secondaire,Artisanat,760,2000,12,Excellent,0,7,Épargne,0
GH001094,Ashanti,62,F,Superieur,Transport,1140,1300,6,Moyen,1,2,Garant,0
GH001095,Central,31,F,Primaire,Commerce,2260,2100,18,Bon,0,2,Épargne,0
GH001096,Western,63,F,Secondaire,Restauration,1350,1800,12,Moyen,1,5,Aucune,0
GH001097,Ashanti,55,M,Primaire,Artisanat,1220,700,24,Bon,0,6,Bien immobilier,0
GH001098,Central,23,M,Primaire,Artisanat,700,3200,18,Excellent,1,5,Garant,0
GH001099,Western,24,M,Secondaire,Restauration,910,1700,12,Bon,1,2,Garant,0
GH001100,Ashanti,56,M,Aucun,Pêche,1810,700,6,Premier,0,1,Épargne,0
GH001101,Volta,27,M,Primaire,Artisanat,230,13600,12,Moyen,0,1,Bien immobilier,0
GH001102,Ashanti,61,F,Secondaire,Commerce,500,2800,18,Bon,0,6,Bien immobilier,0
GH001103,Volta,47,M,Secondaire,Services,360,1600,6,Premier,1,3,Aucune,0
GH001104,Eastern,50,F,Secondaire,Pêche,900,6500,18,Moyen,0,5,Aucune,0
GH001105,Northern,28,F,Primaire,Pêche,1780,9500,18,Bon,1,6,Bien immobilier,0
GH001106,Volta,48,M,Primaire,Artisanat,410,1600,12,Moyen,0,7,Épargne,0
GH001107,Western,33,F,Aucun,Pêche,200,2500,18,Bon,0,4,Épargne,0
GH001108,Eastern,59,F,Superieur,Pêche,480,700,18,Excellent,1,5,Épargne,0
GH001109,Ashanti,60,F,Superieur,Commerce,1380,1600,12,Mauvais,1,1,Épargne,0
GH001110,Ashanti,41,F,Aucun,Pêche,1020,1500,36,Excellent,1,0,Aucune,0
GH001111,Central,30,M,Primaire,Transport,940,2100,6,Bon,1,5,Aucune,0
GH001112,Eastern,42,F,Secondaire,Artisanat,530,2400,12,Moyen,1,0,Bien immobilier,0
GH001113,Greater Accra,20,F,Primaire,Artisanat,240,3000,24,Premier,0,6,Garant,0
GH001114,Western,56,M,Superieur,Transport,1000,2200,12,Excellent,0,4,Bien immobilier,0
GH001115,Northern,40,F,Secondaire,Services,340,600,12,Bon,0,7,Garant,0
GH001116,Volta,45,F,Primaire,Transport,3820,800,18,Moyen,1,6,Aucune,0
GH001117,Eastern,55,M,Aucun,Transport,1050,1100,18,Moyen,0,0,Garant,0
GH001118,Ashanti,42,F,Secondaire,Restauration,420,1400,6,Premier,1,7,Épargne,0
GH001119,Central,20,M,Primaire,Agriculture,410,4700,12,Excellent,1,0,Aucune,0
GH001120,Western,59,F,Secondaire,Restauration,620,600,12,Moyen,1,7,Garant,0
GH001121,Northern,34,M,Primaire,Commerce,550,1300,18,Excellent,0,4,Épargne,1
GH001122,Volta,40,M,Aucun,Commerce,1630,4300,18,Moyen,0,5,Épargne,0
GH001123,Western,28,F,Secondaire,Services,770,1400,18,Excellent,0,7,Garant,0
GH001124,Central,28,M,Primaire,Artisanat,370,2700,18,Mauvais,0,1,Bien immobilier,0
GH001125,Ashanti,29,M,Primaire,Agriculture,3020,1600,12,Excellent,0,1,Bien immobilier,0
GH001126,Volta,45,M,Aucun,Restauration,690,2300,12,Moyen,0,3,Aucune,0
GH001127,Northern,60,M,Secondaire,Services,1230,1500,12,Bon,1,1,Bien immobilier,0
GH001128,Greater Accra,54,F,Secondaire,Services,410,3300,12,Bon,1,6,Garant,1
GH001129,Central,44,M,Primaire,Agriculture,890,500,18,Moyen,1,0,Épargne,0
GH001130,Greater Accra,45,F,Secondaire,Artisanat,850,1300,18,Excellent,0,7,Garant,0
GH001131,Eastern,30,M,Primaire,Services,200,2400,12,Bon,1,6,Garant,1
GH001132,Western,57,M,Primaire,Services,3330,2900,24,Excellent,1,7,Aucune,0
GH001133,Northern,21,M,Secondaire,Pêche,1870,6900,12,Excellent,1,0,Bien immobilier,0
GH001134,Ashanti,26,F,Secondaire,Artisanat,480,1300,6,Excellent,1,3,Épargne,0
