id_transaction,date,ville,type_transaction,montant_xof,operateur,genre_client,age_client,zone,statut_compte
TX0004147,2022-08-08,Kaolack,Paiement,32000.0,Free Money,F,31.0,Rural,Inactif
TX0000450,2023-03-02,Ziguinchor,Dépôt,88400.0,Orange Money,F,30.0,Periurbain,Actif
TX0001723,2022-02-25,Thiès,Retrait,10700.0,Orange Money,F,26.0,Periurbain,Actif
TX0004644,2023-01-21,Diourbel,Dépôt,560700.0,Orange Money,M,18.0,Rural,Inactif
TX0004899,2023-05-14,Kaolack,Transfert,142000.0,Orange Money,F,22.0,Urbain,Actif
TX0003997,2022-08-04,Dakar,Dépôt,42600.0,Orange Money,M,20.0,Urbain,Actif
TX0004286,2023-04-22,Thiès,Retrait,44500.0,Wave,F,,Urbain,Actif
TX0001888,2023-02-02,Saint-Louis,Retrait,45100.0,Orange Money,M,58.0,Periurbain,Inactif
TX0004653,2023-04-10,Diourbel,Retrait,47200.0,Wave,M,43.0,Urbain,Actif
TX0000451,2022-11-02,KAOLACK,Retrait,31600.0,Wave,M,48.0,Periurbain,Actif
TX0004113,2022-02-19,Thiès,Retrait,104800.0,Wave,M,53.0,Urbain,Actif
TX0004671,2023-04-26,Tambacounda,Retrait,49000.0,Orange Money,F,30.0,Periurbain,Actif
TX0002101,2022-10-19,Tambacounda,Dépôt,39100.0,Orange Money,M,34.0,Rural,Actif
TX0004777,2022-06-18,Dakar,Dépôt,22900.0,Orange Money,M,25.0,Rural,Actif
TX0000999,2022-09-01,Ziguinchor,Retrait,46800.0,Wave,F,34.0,Rural,Actif
TX0004847,2022-03-19,Ziguinchor,Dépôt,25500.0,Orange Money,F,54.0,Rural,Actif
TX0002929,2022-08-04,Tambacounda,Dépôt,133200.0,Orange Money,F,45.0,Periurbain,Inactif
TX0000192,2023-05-08,Kaolack,Dépôt,52400.0,Wave,M,44.0,Urbain,Actif
TX0003906,2022-10-09,Kaolack,Retrait,27400.0,Orange Money,F,19.0,Rural,Actif
TX0004267,2022-02-03,DIOURBEL,Dépôt,90400.0,Orange Money,M,56.0,Periurbain,Actif
TX0002543,2022-12-02,Tambacounda,Retrait,1200300.0,Free Money,M,47.0,Urbain,Actif
TX0004318,2022-08-10,Thiès,Recharge,32100.0,Wave,M,29.0,Urbain,Actif
TX0004516,2022-10-13,Kaolack,Transfert,21200.0,Orange Money,F,24.0,Rural,Actif
TX0002107,2023-05-11,Saint-Louis,Transfert,21300.0,Free Money,F,,Urbain,Actif
TX0002662,2022-04-29,Kaolack,Dépôt,55700.0,Wave,,,Periurbain,Actif
TX0002063,2022-09-09,Diourbel,Dépôt,163500.0,Wave,M,56.0,Urbain,Actif
TX0002423,2022-09-08,Dakar,Retrait,511400.0,Orange Money,F,41.0,Periurbain,Suspendu
TX0003620,2023-01-04,Thiès,Recharge,192300.0,Free Money,M,47.0,Urbain,Actif
TX0004280,2022-03-30,Tambacounda,Paiement,115100.0,Wave,M,50.0,Periurbain,Actif
TX0002534,2023-02-08,Saint-Louis,Retrait,207900.0,Orange Money,F,46.0,Periurbain,Actif
TX0002899,2022-01-21,Tambacounda,Dépôt,30400.0,Wave,F,27.0,Urbain,Actif
TX0003103,2022-08-26,Ziguinchor,Retrait,30800.0,Orange Money,M,60.0,Periurbain,Actif
TX0001872,2022-10-04,Ziguinchor,Dépôt,3200.0,Orange Money,F,43.0,Urbain,Actif
TX0004576,2022-08-13,Thiès,Retrait,28000.0,Wizall,M,19.0,Rural,Actif
TX0004692,2022-07-08,Ziguinchor,Retrait,15800.0,Free Money,F,32.0,Rural,Actif
TX0001695,2022-02-07,Kaolack,Dépôt,17900.0,Orange Money,F,27.0,Urbain,Actif
TX0000191,2023-05-06,Ziguinchor,Recharge,275500.0,Orange Money,F,33.0,Urbain,Actif
TX0003162,2022-06-14,Ziguinchor,Dépôt,128000.0,Orange Money,F,49.0,Urbain,Actif
TX0001803,2022-06-12,Thiès,Dépôt,93000.0,Orange Money,F,28.0,Rural,Actif
TX0004089,2022-01-25,Dakar,Retrait,363100.0,Orange Money,M,20.0,Periurbain,Actif
TX0002907,2022-05-04,Dakar,Retrait,18200.0,Wizall,F,52.0,Periurbain,Actif
TX0001281,2023-01-20,Tambacounda,Dépôt,19600.0,Wizall,M,23.0,Rural,Actif
TX0002615,2022-02-25,Saint-Louis,Retrait,227400.0,Free Money,M,23.0,Urbain,Inactif
TX0001714,2022-02-01,Saint-Louis,Retrait,201300.0,Orange Money,M,31.0,Periurbain,Actif
TX0004294,2022-08-05,SAINT-LOUIS,Recharge,179300.0,Wave,M,,Periurbain,Actif
TX0003805,2023-06-15,Tambacounda,Paiement,85100.0,Wave,F,22.0,Periurbain,Actif
TX0002880,2022-07-01,Dakar,Transfert,21100.0,Orange Money,F,36.0,Urbain,Actif
TX0003999,2022-03-30,Diourbel,Retrait,84600.0,Orange Money,,40.0,Rural,Actif
TX0000312,2022-01-14,Diourbel,Recharge,79300.0,Orange Money,M,28.0,Periurbain,Actif
TX0004968,2023-06-08,Thiès,Recharge,20800.0,Wizall,F,47.0,Urbain,Actif
TX0000166,2022-06-25,Dakar,Retrait,47100.0,Wave,F,52.0,Rural,Inactif
TX0003463,2022-11-24,Tambacounda,Retrait,441800.0,Free Money,M,45.0,Urbain,Actif
TX0004321,2023-05-27,Thiès,Dépôt,54000.0,Orange Money,M,48.0,Rural,Actif
TX0001024,2023-06-01,Thiès,Transfert,19400.0,Free Money,M,30.0,Periurbain,Suspendu
TX0002092,2022-04-22,Kaolack,Retrait,10800.0,Wave,M,43.0,Urbain,Actif
TX0002244,2023-04-14,Thiès,Recharge,98700.0,Orange Money,M,64.0,Rural,Inactif
TX0002341,2022-02-08,Thiès,Retrait,203400.0,Orange Money,F,59.0,Rural,Inactif
TX0002210,2023-02-17,Kaolack,Dépôt,23700.0,Wave,M,61.0,Rural,Inactif
TX0002080,2022-01-15,Saint-Louis,Transfert,1191400.0,Wave,M,58.0,Urbain,Actif
TX0004226,2022-07-19,Diourbel,Transfert,24200.0,Free Money,M,27.0,Periurbain,Actif
TX0004314,2023-06-16,Thiès,Dépôt,230000.0,Wizall,M,64.0,Urbain,Suspendu
TX0004759,2023-06-25,Dakar,Retrait,29600.0,Orange Money,F,28.0,Urbain,Actif
TX0003513,2023-03-23,Dakar,Recharge,17000.0,Wave,F,25.0,Periurbain,Actif
TX0000152,2022-03-21,Saint-Louis,Paiement,263500.0,Wave,,28.0,Periurbain,Actif
TX0003496,2023-04-18,Saint-Louis,Paiement,9700.0,Free Money,M,33.0,Rural,Actif
TX0004784,2022-08-17,ZIGUINCHOR,Retrait,2000000.0,Wave,F,27.0,Rural,Actif
TX0002095,2023-03-10,Diourbel,Dépôt,7800.0,Wave,F,37.0,Rural,Actif
TX0003796,2022-10-19,Tambacounda,Dépôt,77000.0,Orange Money,M,51.0,Urbain,Actif
TX0001487,2023-01-16,Diourbel,Retrait,7100.0,Wizall,M,24.0,Rural,Actif
TX0001729,2022-12-03,Diourbel,Retrait,63300.0,Orange Money,M,19.0,Urbain,Actif
TX0002988,2023-01-28,DIOURBEL,Retrait,23400.0,Wave,F,33.0,Urbain,Actif
TX0001361,2022-04-26,Thiès,Dépôt,116300.0,Orange Money,M,28.0,Urbain,Actif
TX0004920,2023-06-05,Dakar,Dépôt,35900.0,Wave,M,40.0,Periurbain,Actif
TX0003692,2023-03-01,Tambacounda,Transfert,552600.0,Wave,M,49.0,Rural,Actif
TX0003481,2022-11-10,Saint-Louis,Dépôt,205900.0,Orange Money,F,56.0,Urbain,Actif
TX0000031,2022-04-04,Kaolack,Dépôt,66400.0,Free Money,F,40.0,Periurbain,Suspendu
TX0000937,2023-05-16,Dakar,Retrait,191300.0,Wizall,M,,Rural,Actif
TX0002683,2022-07-27,Ziguinchor,Paiement,5100.0,Orange Money,F,36.0,Urbain,Actif
TX0000752,2022-12-10,Ziguinchor,Transfert,47600.0,Wave,M,55.0,Urbain,Actif
TX0001210,2022-08-22,Saint-Louis,Transfert,111500.0,Orange Money,F,32.0,Rural,Actif
TX0000309,2022-05-29,Thiès,Retrait,77100.0,Wave,M,34.0,Rural,Actif
TX0002555,2023-06-07,Saint-Louis,Paiement,247300.0,Orange Money,F,29.0,Periurbain,Actif
TX0001553,2023-04-29,Dakar,Dépôt,13000.0,Wave,M,60.0,Rural,Actif
TX0003257,2022-04-23,Kaolack,Paiement,10100.0,Wave,M,58.0,Periurbain,Actif
TX0003164,2022-01-31,Diourbel,Dépôt,5900.0,Wave,,50.0,Rural,Actif
TX0000495,2022-07-13,Tambacounda,Recharge,43200.0,Wave,M,52.0,Urbain,Actif
TX0000205,2022-01-06,Dakar,Retrait,53400.0,Free Money,F,48.0,Urbain,Inactif
TX0001135,2022-02-11,Ziguinchor,Retrait,207900.0,Wave,F,44.0,Urbain,Actif
TX0002787,2022-04-18,Saint-Louis,Retrait,509300.0,Wave,M,61.0,Urbain,Inactif
TX0003505,2022-12-07,Ziguinchor,Dépôt,33500.0,Wave,F,60.0,Urbain,Inactif
TX0003998,2022-10-17,Ziguinchor,Dépôt,5600.0,Orange Money,M,45.0,Urbain,Actif
TX0000305,2023-06-18,DAKAR,Dépôt,835200.0,Wizall,F,50.0,Periurbain,Actif
TX0003960,2022-11-10,Kaolack,Dépôt,95500.0,Free Money,M,33.0,Urbain,Actif
TX0001912,2023-06-29,Kaolack,Dépôt,11400.0,Free Money,M,37.0,Urbain,Actif
TX0001061,2023-06-23,Tambacounda,Recharge,40300.0,Orange Money,F,56.0,Rural,Actif
TX0000843,2023-06-10,Kaolack,Transfert,41500.0,Free Money,F,55.0,Rural,Actif
TX0003919,2023-03-17,Thiès,Retrait,71500.0,Orange Money,M,44.0,Urbain,Inactif
TX0002346,2023-01-07,Saint-Louis,Retrait,340600.0,Wave,M,54.0,Rural,Actif
TX0000211,2023-01-14,Ziguinchor,Retrait,24400.0,Free Money,M,39.0,Urbain,Actif
TX0001108,2023-01-16,Diourbel,Transfert,143600.0,Orange Money,F,50.0,Urbain,Actif
TX0003878,2022-11-01,Ziguinchor,Transfert,122900.0,Orange Money,F,54.0,Periurbain,Actif
TX0000679,2023-04-19,Thiès,Transfert,475200.0,Orange Money,F,34.0,Rural,Inactif
TX0000565,2022-11-19,Tambacounda,Dépôt,82400.0,Wave,M,36.0,Urbain,Actif
TX0001204,2022-09-25,Dakar,Retrait,51600.0,Wave,F,62.0,Urbain,Actif
TX0004350,2023-03-06,Thiès,Transfert,157300.0,Wave,F,62.0,Rural,Actif
TX0000680,2023-03-23,Tambacounda,Retrait,20600.0,Orange Money,F,55.0,Urbain,Actif
TX0000180,2022-07-06,THIÈS,Dépôt,189000.0,Orange Money,M,38.0,Urbain,Suspendu
TX0002990,2022-04-09,Tambacounda,Recharge,80600.0,Orange Money,F,46.0,Urbain,Actif
TX0003409,2022-01-23,Ziguinchor,Paiement,69700.0,Free Money,F,36.0,Urbain,Actif
TX0002413,2022-01-16,Ziguinchor,Retrait,45100.0,Free Money,F,44.0,Urbain,Actif
TX0004472,2022-04-24,SAINT-LOUIS,Recharge,29900.0,Orange Money,F,18.0,Urbain,Actif
TX0000278,2023-01-19,Ziguinchor,Retrait,3400.0,Free Money,F,58.0,Urbain,Actif
TX0001192,2022-07-09,Diourbel,Paiement,9000.0,Free Money,M,36.0,Periurbain,Actif
TX0001371,2022-04-09,Dakar,Transfert,75100.0,Orange Money,M,28.0,Periurbain,Actif
TX0000432,2022-12-05,Ziguinchor,Retrait,197500.0,Orange Money,M,39.0,Urbain,Suspendu
TX0000289,2022-11-20,Kaolack,Dépôt,304600.0,Wave,F,28.0,Urbain,Actif
TX0001027,2023-04-07,Saint-Louis,Dépôt,342300.0,Wizall,F,39.0,Urbain,Actif
TX0000535,2023-06-01,ZIGUINCHOR,Retrait,148400.0,Free Money,M,,Periurbain,Actif
TX0004444,2022-08-13,Dakar,Dépôt,423400.0,Orange Money,F,63.0,Rural,Actif
TX0000188,2022-10-17,Tambacounda,Paiement,44700.0,Orange Money,,49.0,Urbain,Actif
TX0004568,2022-03-17,Ziguinchor,Paiement,60100.0,Wave,M,64.0,Rural,Actif
TX0004088,2023-04-10,Thiès,Recharge,36400.0,Wave,M,36.0,Rural,Actif
TX0001261,2023-03-13,Kaolack,Paiement,151000.0,Orange Money,F,59.0,Urbain,Actif
TX0000270,2023-03-19,Tambacounda,Paiement,156000.0,Wave,,22.0,Urbain,Actif
TX0004999,2022-11-23,Tambacounda,Transfert,545900.0,Free Money,F,59.0,Urbain,Suspendu
TX0004169,2022-02-22,Kaolack,Paiement,5900.0,Wave,,,Urbain,Actif
TX0004789,2022-06-30,Tambacounda,Transfert,51200.0,Wizall,F,42.0,Periurbain,Actif
TX0003857,2022-10-29,Tambacounda,Transfert,6600.0,Wave,M,45.0,Periurbain,Actif
TX0000111,2022-03-30,Thiès,Transfert,75600.0,Wave,M,37.0,Periurbain,Actif
TX0001170,2022-12-04,Ziguinchor,Dépôt,57100.0,Orange Money,F,24.0,Urbain,Actif
TX0003249,2022-12-12,Tambacounda,Dépôt,62300.0,Wave,F,42.0,Periurbain,Actif
TX0000220,2022-12-26,Kaolack,Dépôt,43400.0,Free Money,M,31.0,Urbain,Actif
TX0001425,2023-06-12,KAOLACK,Transfert,41600.0,Wave,F,43.0,Rural,Actif
TX0000627,2023-02-13,Diourbel,Dépôt,60900.0,Orange Money,F,19.0,Rural,Actif
TX0004725,2022-01-01,Kaolack,Paiement,26300.0,Free Money,F,32.0,Rural,Actif
TX0003504,2023-05-06,Saint-Louis,Paiement,152000.0,Orange Money,M,20.0,Rural,Actif
TX0002520,2023-01-14,Dakar,Dépôt,48900.0,Orange Money,M,51.0,Urbain,Actif
TX0000790,2022-03-25,Saint-Louis,Recharge,17100.0,Orange Money,F,41.0,Periurbain,Suspendu
TX0002093,2022-10-14,Thiès,Retrait,65100.0,Orange Money,F,45.0,Periurbain,Actif
TX0000461,2022-12-22,Diourbel,Retrait,91000.0,Wave,M,21.0,Rural,Actif
TX0004628,2022-12-20,Thiès,Transfert,25200.0,Free Money,M,42.0,Periurbain,Actif
TX0000551,2023-04-12,Diourbel,Transfert,34500.0,Free Money,F,38.0,Urbain,Actif
TX0002024,2022-08-18,Diourbel,Retrait,166300.0,Orange Money,M,61.0,Urbain,Actif
TX0004928,2023-02-11,Diourbel,Paiement,213100.0,Wave,F,29.0,Urbain,Actif
TX0000198,2023-05-01,Ziguinchor,Recharge,125800.0,Orange Money,F,31.0,Periurbain,Actif
TX0002698,2023-02-28,Tambacounda,Dépôt,16000.0,Wave,F,33.0,Rural,Inactif
TX0001784,2022-12-27,Tambacounda,Dépôt,4200.0,Orange Money,,49.0,Rural,Actif
TX0000402,2022-10-04,Kaolack,Retrait,27300.0,Wave,F,30.0,Periurbain,Actif
TX0003193,2022-06-28,Thiès,Dépôt,111200.0,Orange Money,M,61.0,Urbain,Actif
TX0002224,2022-01-07,Tambacounda,Dépôt,234000.0,Wave,F,36.0,Periurbain,Actif
TX0004861,2023-03-19,Tambacounda,Transfert,128300.0,Orange Money,,63.0,Rural,Actif
TX0002118,2022-02-15,SAINT-LOUIS,Paiement,63500.0,Orange Money,M,39.0,Urbain,Actif
TX0001789,2022-10-11,Tambacounda,Retrait,63000.0,Wizall,,63.0,Periurbain,Actif
TX0004841,2023-06-06,Dakar,Dépôt,14800.0,Wave,M,59.0,Rural,Actif
TX0000650,2022-02-17,Dakar,Paiement,115300.0,Free Money,F,54.0,Urbain,Actif
TX0000708,2022-05-20,Saint-Louis,Retrait,44400.0,Orange Money,M,49.0,Rural,Inactif
TX0002121,2022-10-04,Saint-Louis,Dépôt,1051300.0,Wave,M,27.0,Periurbain,Actif
TX0004505,2022-06-06,Thiès,Retrait,848800.0,Orange Money,F,25.0,Urbain,Actif
TX0001541,2022-02-28,Diourbel,Transfert,62600.0,Wizall,,62.0,Urbain,Actif
TX0004163,2022-07-27,Diourbel,Dépôt,5600.0,Wave,M,57.0,Urbain,Actif
TX0003085,2023-01-08,Thiès,Transfert,15500.0,Orange Money,M,64.0,Urbain,Actif
TX0004408,2022-07-29,Dakar,Paiement,9800.0,Free Money,F,27.0,Rural,Actif
TX0000314,2023-04-03,Kaolack,Transfert,22000.0,Wave,F,28.0,Rural,Actif
TX0001626,2022-04-20,Diourbel,Dépôt,83100.0,Wave,F,41.0,Urbain,Actif
TX0004567,2022-05-01,Ziguinchor,Retrait,122100.0,Wave,F,26.0,Urbain,Actif
TX0000113,2023-03-19,Dakar,Retrait,76700.0,Wave,M,22.0,Rural,Actif
TX0000960,2022-02-15,Kaolack,Recharge,17500.0,Orange Money,M,23.0,Urbain,Actif
TX0003039,2022-10-11,Dakar,Dépôt,288200.0,Free Money,M,29.0,Rural,Actif
TX0003210,2022-03-29,Diourbel,Transfert,20900.0,Wizall,F,18.0,Periurbain,Actif
TX0001741,2023-02-06,Saint-Louis,Transfert,63400.0,Orange Money,F,54.0,Urbain,Inactif
TX0003469,2022-04-03,Kaolack,Dépôt,67300.0,Orange Money,M,31.0,Urbain,Actif
TX0000439,2022-02-14,Tambacounda,Retrait,74000.0,Wave,M,28.0,Urbain,Actif
TX0004224,2022-11-15,Diourbel,Retrait,486500.0,Wave,F,35.0,Urbain,Actif
TX0003339,2022-12-24,Thiès,Transfert,309200.0,Orange Money,F,42.0,Rural,Inactif
TX0001293,2023-01-13,KAOLACK,Recharge,716300.0,Free Money,F,52.0,Periurbain,Actif
TX0003563,2022-08-17,Ziguinchor,Retrait,4100.0,Wave,F,37.0,Periurbain,Actif
TX0004621,2023-02-23,Dakar,Dépôt,76900.0,Orange Money,M,45.0,Periurbain,Inactif
TX0001945,2022-10-10,Ziguinchor,Dépôt,22000.0,Wave,M,48.0,Periurbain,Actif
TX0003379,2023-01-18,Thiès,Retrait,52000.0,Wave,M,36.0,Urbain,Actif
TX0003153,2022-08-22,Dakar,Recharge,7600.0,Orange Money,F,42.0,Rural,Actif
TX0000326,2022-10-31,Ziguinchor,Paiement,15600.0,Wave,M,43.0,Rural,Actif
TX0000604,2022-03-07,Dakar,Transfert,53100.0,Wave,M,,Rural,Suspendu
TX0004277,2022-07-04,Kaolack,Dépôt,12100.0,Orange Money,M,57.0,Urbain,Actif
TX0003903,2022-05-18,Diourbel,Dépôt,347400.0,Wave,F,50.0,Urbain,Actif
TX0002688,2022-09-27,Dakar,Retrait,9100.0,Orange Money,F,36.0,Urbain,Actif
TX0001946,2022-08-29,Dakar,Retrait,3900.0,Orange Money,F,56.0,Rural,Actif
TX0001420,2022-06-22,Kaolack,Dépôt,64500.0,Orange Money,M,35.0,Periurbain,Suspendu
TX0002986,2022-01-29,Dakar,Dépôt,55200.0,Orange Money,F,48.0,Rural,Actif
TX0002144,2022-09-15,Tambacounda,Dépôt,41300.0,Free Money,F,42.0,Urbain,Actif
TX0004002,2023-02-20,Kaolack,Retrait,98100.0,Wizall,M,39.0,Periurbain,Actif
TX0004258,2022-07-14,Ziguinchor,Paiement,600.0,Wave,F,20.0,Urbain,Actif
TX0001833,2023-02-14,Ziguinchor,Dépôt,12500.0,Wizall,F,47.0,Periurbain,Actif
TX0001745,2022-09-21,Thiès,Dépôt,33000.0,Wave,M,35.0,Urbain,Actif
TX0000789,2023-06-03,Kaolack,Retrait,56400.0,Orange Money,F,51.0,Urbain,Actif
TX0003221,2022-03-30,Kaolack,Dépôt,12000.0,Free Money,M,59.0,Urbain,Actif
TX0002117,2022-12-03,Kaolack,Dépôt,122700.0,Orange Money,M,59.0,Periurbain,Inactif
TX0001600,2022-04-15,Dakar,Transfert,260100.0,Wave,F,43.0,Urbain,Actif
TX0000871,2022-05-29,Diourbel,Dépôt,22800.0,Wave,F,64.0,Rural,Actif
TX0001818,2022-12-08,Thiès,Dépôt,62000.0,Wave,,54.0,Urbain,Actif
TX0003263,2022-01-10,Saint-Louis,Paiement,72300.0,Wave,,50.0,Rural,Actif
TX0003649,2023-07-01,Dakar,Transfert,124200.0,Free Money,M,38.0,Urbain,Inactif
TX0000073,2023-03-23,Diourbel,Retrait,29900.0,Wave,M,,Rural,Actif
TX0001878,2022-06-12,DAKAR,Paiement,62300.0,Wizall,F,26.0,Rural,Actif
TX0001519,2023-05-23,Diourbel,Dépôt,132100.0,Free Money,M,57.0,Rural,Actif
TX0001437,2023-01-21,Kaolack,Recharge,30700.0,Free Money,F,53.0,Periurbain,Actif
TX0003145,2022-07-21,Tambacounda,Dépôt,6200.0,Free Money,M,50.0,Rural,Actif
TX0000092,2023-02-21,Ziguinchor,Dépôt,22700.0,Orange Money,M,55.0,Periurbain,Actif
TX0004668,2023-01-03,Tambacounda,Paiement,34500.0,Free Money,M,,Urbain,Actif
TX0003976,2022-07-24,Thiès,Dépôt,26200.0,Orange Money,M,49.0,Periurbain,Actif
TX0003350,2022-04-28,Thiès,Retrait,28300.0,Free Money,F,34.0,Rural,Inactif
TX0003013,2022-07-13,Tambacounda,Retrait,7300.0,Orange Money,M,56.0,Periurbain,Actif
TX0002321,2023-01-26,Thiès,Transfert,86700.0,Free Money,F,,Urbain,Actif
TX0000494,2022-09-11,DIOURBEL,Dépôt,244800.0,Orange Money,F,47.0,Periurbain,Actif
TX0003274,2023-04-03,Diourbel,Transfert,29400.0,Orange Money,M,32.0,Urbain,Actif
TX0002882,2022-04-24,Tambacounda,Retrait,147100.0,Free Money,M,23.0,Periurbain,Actif
TX0002016,2022-07-09,DAKAR,Paiement,35100.0,Free Money,F,24.0,Urbain,Actif
TX0001164,2022-03-29,TAMBACOUNDA,Dépôt,17400.0,Free Money,F,46.0,Periurbain,Actif
TX0002802,2023-06-01,ZIGUINCHOR,Dépôt,18000.0,Orange Money,F,27.0,Urbain,Actif
TX0001270,2023-01-16,Kaolack,Transfert,48500.0,Free Money,F,49.0,Urbain,Actif
TX0002749,2022-12-14,Thiès,Paiement,25800.0,Wizall,F,61.0,Rural,Actif
TX0003995,2022-08-30,Tambacounda,Retrait,1090900.0,Wizall,F,21.0,Urbain,Actif
TX0002268,2022-05-10,Kaolack,Dépôt,195000.0,Orange Money,F,53.0,Urbain,Actif
TX0004504,2022-09-29,Diourbel,Paiement,133000.0,Wave,F,26.0,Urbain,Actif
TX0000618,2023-03-17,Dakar,Retrait,16600.0,Orange Money,M,27.0,Periurbain,Suspendu
TX0001964,2022-11-09,Diourbel,Retrait,48500.0,Wave,M,54.0,Periurbain,Actif
TX0003489,2022-08-20,Tambacounda,Dépôt,10900.0,Wave,M,21.0,Urbain,Actif
TX0001721,2022-03-08,Dakar,Transfert,10200.0,Orange Money,M,51.0,Periurbain,Inactif
TX0004771,2022-08-09,Thiès,Retrait,40400.0,Free Money,,64.0,Urbain,Actif
TX0003273,2022-10-21,Diourbel,Paiement,117800.0,Wave,F,44.0,Periurbain,Actif
TX0002456,2022-08-31,Thiès,Dépôt,172100.0,Wave,M,21.0,Periurbain,Actif
TX0003559,2022-09-09,Saint-Louis,Dépôt,69300.0,Free Money,M,39.0,Rural,Actif
TX0000869,2023-06-02,Kaolack,Transfert,6000.0,Wizall,F,34.0,Urbain,Actif
TX0002833,2022-06-08,Kaolack,Transfert,160600.0,Wave,F,19.0,Rural,Actif
TX0001042,2022-06-24,Saint-Louis,Paiement,117900.0,Free Money,F,32.0,Periurbain,Actif
TX0001456,2023-01-13,Kaolack,Retrait,6200.0,Orange Money,F,32.0,Periurbain,Actif
TX0000356,2022-01-15,Saint-Louis,Transfert,18400.0,Free Money,M,25.0,Periurbain,Inactif
TX0001162,2022-07-03,Saint-Louis,Retrait,96800.0,Orange Money,F,63.0,Periurbain,Actif
TX0004035,2023-06-25,Ziguinchor,Dépôt,142600.0,Free Money,M,54.0,Urbain,Actif
TX0002277,2022-10-04,Diourbel,Paiement,309900.0,Orange Money,M,21.0,Rural,Actif
TX0003844,2022-03-30,Tambacounda,Recharge,68000.0,Orange Money,M,46.0,Periurbain,Actif
TX0001767,2022-09-18,Tambacounda,Transfert,584500.0,Wizall,F,,Rural,Actif
TX0001891,2022-08-08,Dakar,Retrait,160300.0,Orange Money,M,57.0,Urbain,Actif
TX0004867,2022-03-23,Saint-Louis,Recharge,150400.0,Orange Money,M,,Urbain,Actif
TX0004019,2022-05-06,Tambacounda,Dépôt,427000.0,Free Money,,31.0,Periurbain,Actif
TX0003800,2022-06-12,Diourbel,Transfert,28100.0,Orange Money,F,64.0,Periurbain,Actif
TX0001345,2022-08-21,Kaolack,Paiement,307400.0,Wave,M,19.0,Rural,Actif
TX0003794,2022-01-18,Kaolack,Dépôt,1547900.0,Orange Money,M,,Urbain,Inactif
TX0000332,2022-01-08,DIOURBEL,Transfert,5300.0,Free Money,,63.0,Periurbain,Actif
TX0004922,2022-11-23,TAMBACOUNDA,Dépôt,105400.0,Orange Money,F,21.0,Periurbain,Inactif
TX0002856,2022-05-01,Dakar,Dépôt,42700.0,Orange Money,F,19.0,Rural,Actif
TX0001717,2023-01-16,Thiès,Retrait,26700.0,Orange Money,M,37.0,Urbain,Actif
TX0001258,2022-02-05,Kaolack,Dépôt,40300.0,Orange Money,F,26.0,Urbain,Inactif
TX0003829,2022-05-02,Kaolack,Dépôt,46900.0,Wave,M,57.0,Periurbain,Inactif
TX0002298,2022-03-01,Saint-Louis,Retrait,46200.0,Free Money,M,51.0,Periurbain,Actif
TX0001116,2022-02-20,Kaolack,Recharge,50700.0,Free Money,M,27.0,Urbain,Actif
TX0003131,2023-03-27,Saint-Louis,Transfert,246700.0,Orange Money,F,47.0,Urbain,Actif
TX0003708,2022-06-04,Tambacounda,Paiement,225100.0,Wizall,F,26.0,Urbain,Actif
TX0004279,2022-08-03,Tambacounda,Transfert,191100.0,Orange Money,M,62.0,Urbain,Actif
TX0000193,2022-12-13,Ziguinchor,Dépôt,37600.0,Orange Money,F,35.0,Periurbain,Actif
TX0003411,2022-03-13,Diourbel,Transfert,246400.0,Wave,,62.0,Rural,Actif
TX0004979,2022-01-22,Tambacounda,Transfert,95900.0,Wave,M,33.0,Urbain,Actif
TX0000445,2023-06-03,Tambacounda,Dépôt,10700.0,Wave,M,51.0,Urbain,Actif
TX0004656,2023-04-03,Saint-Louis,Dépôt,16600.0,Orange Money,M,46.0,Rural,Actif
TX0001918,2022-08-03,Tambacounda,Paiement,266200.0,Wave,M,60.0,Periurbain,Actif
TX0000452,2022-08-21,Diourbel,Retrait,164000.0,Wave,F,63.0,Rural,Actif
TX0003940,2023-02-19,Diourbel,Paiement,280000.0,Wave,F,63.0,Periurbain,Actif
TX0004526,2023-02-15,Saint-Louis,Dépôt,14000.0,Wave,F,44.0,Periurbain,Actif
TX0004691,2022-07-15,Thiès,Transfert,237000.0,Wave,M,58.0,Rural,Actif
TX0000014,2022-04-10,Diourbel,Dépôt,53600.0,Orange Money,F,44.0,Periurbain,Actif
TX0004883,2022-04-09,Thiès,Transfert,11600.0,Orange Money,M,54.0,Rural,Actif
TX0000945,2022-01-07,Thiès,Dépôt,413100.0,Free Money,M,56.0,Periurbain,Inactif
TX0000247,2023-06-13,Dakar,Transfert,55500.0,Wave,M,61.0,Rural,Actif
TX0004848,2023-02-22,Ziguinchor,Transfert,4700.0,Wave,M,41.0,Periurbain,Actif
TX0000360,2022-08-01,Tambacounda,Transfert,18600.0,Wizall,F,29.0,Urbain,Actif
TX0004752,2023-01-05,Saint-Louis,Dépôt,57400.0,Wave,M,59.0,Urbain,Actif
TX0001652,2022-05-24,Ziguinchor,Paiement,230900.0,Wave,M,43.0,Urbain,Actif
TX0003567,2022-12-31,Thiès,Transfert,32900.0,Wizall,M,22.0,Urbain,Actif
TX0002399,2022-12-15,Kaolack,Recharge,52200.0,Orange Money,M,38.0,Rural,Actif
TX0004030,2023-01-03,Thiès,Transfert,27300.0,Orange Money,,62.0,Urbain,Actif
